Review text,Cleaned_Review,Processed_Review,Ratings,Sentiment,Sentiment_Label
Delivery boy is very helpful.READ MORE,delivery boy is very helpful,delivery boy helpful,5,Positive,1
It's not a bad product. but quality is not good  that's it..READ MORE,its not a bad product but quality is not good thats it,bad product quality good thats,5,Positive,1
It's looking cute and also it's playing greatREAD MORE,its looking cute and also its playing great,looking cute also playing great,5,Positive,1
"Good, no one is damaged all  shuttles are goodREAD MORE",good no one is damaged all shuttles are good,good one damaged shuttle good,5,Positive,1
Really Good... Recommended... I will bought it againREAD MORE,really good recommended i will bought it again,really good recommended bought,5,Positive,1
"Super. Must buy. Thanks to flipcart for good service and their super fast service is ""never before"".READ MORE",super must buy thanks to flipcart for good service and their super fast service is never before,super must buy thanks flipcart good service super fast service never,5,Positive,1
evergreenREAD MORE,evergreen,evergreen,4,Positive,1
Box same but shuttlecocks changeREAD MORE,box same but shuttlecocks change,box shuttlecock change,5,Positive,1
Mavis is massive shuttleREAD MORE,mavis is massive shuttle,mavis massive shuttle,4,Positive,1
Excellent slow moving durable productREAD MORE,excellent slow moving durable product,excellent slow moving durable product,5,Positive,1
Quality vevy very very very bad....whyREAD MORE,quality vevy very very very badwhy,quality vevy badwhy,2,Negative,0
Good product must buy.......READ MORE,good product must buy,good product must buy,5,Positive,1
Very good quality and very durable product.READ MORE,very good quality and very durable product,good quality durable product,5,Positive,1
Good product 👍 so thank you flipkart and sellerREAD MORE,good product so thank you flipkart and seller,good product thank flipkart seller,5,Positive,1
Slow shuttle nice productREAD MORE,slow shuttle nice product,slow shuttle nice product,5,Positive,1
Powerful shuttleREAD MORE,powerful shuttle,powerful shuttle,5,Positive,1
Timely delivery. Satisfactory under paying conditions.READ MORE,timely delivery satisfactory under paying conditions,timely delivery satisfactory paying condition,4,Positive,1
Received in sealed pack.Thanks flippcart and its seller.READ MORE,received in sealed packthanks flippcart and its seller,received sealed packthanks flippcart seller,4,Positive,1
Got this product in 2 days heavenly awesomeREAD MORE,got this product in days heavenly awesome,got product day heavenly awesome,5,Positive,1
Rightly priced... Good Quality..worth the buy..Daily usage and durable too..READ MORE,rightly priced good qualityworth the buydaily usage and durable too,rightly priced good qualityworth buydaily usage durable,5,Positive,1
Superb. Very durableREAD MORE,superb very durable,superb durable,5,Positive,1
Absolutely fantastic!READ MORE,absolutely fantastic,absolutely fantastic,5,Positive,1
Very fantastic product but their plastic is so light weightREAD MORE,very fantastic product but their plastic is so light weight,fantastic product plastic light weight,5,Positive,1
Wonder fullREAD MORE,wonder full,wonder full,5,Positive,1
Gud oneREAD MORE,gud one,gud one,5,Positive,1
Good purchase..READ MORE,good purchase,good purchase,4,Positive,1
Excellent product.I love the delivery of flipkartREAD MORE,excellent producti love the delivery of flipkart,excellent producti love delivery flipkart,5,Positive,1
Its very poorREAD MORE,its very poor,poor,4,Positive,1
"Ok ok, yellow colour is best compared to thisREAD MORE",ok ok yellow colour is best compared to this,ok ok yellow colour best compared,4,Positive,1
Good product worth buying...READ MORE,good product worth buying,good product worth buying,1,Negative,0
Very good product and good priceREAD MORE,very good product and good price,good product good price,5,Positive,1
Best buy and its the original productREAD MORE,best buy and its the original product,best buy original product,5,Positive,1
Super long lifeREAD MORE,super long life,super long life,5,Positive,1
Not good & lasting.....READ MORE,not good lasting,good lasting,1,Negative,0
Awesome experience.READ MORE,awesome experience,awesome experience,4,Positive,1
Mind blowing super fantasticREAD MORE,mind blowing super fantastic,mind blowing super fantastic,5,Positive,1
Good productGood coveringREAD MORE,good productgood covering,good productgood covering,5,Positive,1
"Thanks to Flipkart, fast delivery. One day before. Thanks to  Ekart corrier alsoREAD MORE",thanks to flipkart fast delivery one day before thanks to ekart corrier also,thanks flipkart fast delivery one day thanks ekart corrier also,5,Positive,1
Nice quality....awesome yonex is yonex ....baap is baap 😍😍😍READ MORE,nice qualityawesome yonex is yonex baap is baap,nice qualityawesome yonex yonex baap baap,5,Positive,1
Good product. Packing was little damaged but internal product found safe.READ MORE,good product packing was little damaged but internal product found safe,good product packing little damaged internal product found safe,4,Positive,1
Gud but need a liitle bit imporovementREAD MORE,gud but need a liitle bit imporovement,gud need liitle bit imporovement,4,Positive,1
Good quality stuffREAD MORE,good quality stuff,good quality stuff,5,Positive,1
Very good shuttle for intermediate users 🍁READ MORE,very good shuttle for intermediate users,good shuttle intermediate user,5,Positive,1
Nice.and yonex 350 is better than 2000.first I confused very much.at last by some other frnds I ordered this product and was very nice no doubtREAD MORE,niceand yonex is better than first i confused very muchat last by some other frnds i ordered this product and was very nice no doubt,niceand yonex better first confused muchat last frnds ordered product nice doubt,5,Positive,1
Brand no more wordsREAD MORE,brand no more words,brand word,5,Positive,1
Good but bit expensiveREAD MORE,good but bit expensive,good bit expensive,4,Positive,1
Second time deliverd orginal product thanks flipkartREAD MORE,second time deliverd orginal product thanks flipkart,second time deliverd orginal product thanks flipkart,2,Negative,0
Got original product checked in sunrise.com..go for itREAD MORE,got original product checked in sunrisecomgo for it,got original product checked sunrisecomgo,5,Positive,1
Don't buy this item product missing.READ MORE,dont buy this item product missing,dont buy item product missing,1,Negative,0
Right product send by sellerREAD MORE,right product send by seller,right product send seller,5,Positive,1
Good enough to playREAD MORE,good enough to play,good enough play,5,Positive,1
NYC oneREAD MORE,nyc one,nyc one,5,Positive,1
Yonex 350 we r using this since 6 7 yrs. It is of good quality.. Better price than open market shops..better to select slow if you are playing outdoor shuttle..READ MORE,yonex we r using this since yrs it is of good quality better price than open market shopsbetter to select slow if you are playing outdoor shuttle,yonex r using since yr good quality better price open market shopsbetter select slow playing outdoor shuttle,5,Positive,1
Super Cheap rateREAD MORE,super cheap rate,super cheap rate,5,Positive,1
Know for its durability..no need to mention it go for itREAD MORE,know for its durabilityno need to mention it go for it,know durabilityno need mention go,4,Positive,1
Happy because I got it for reasonable price. Hope I will get the same product again with the same priceREAD MORE,happy because i got it for reasonable price hope i will get the same product again with the same price,happy got reasonable price hope get product price,5,Positive,1
"Very good, timely delivered, thanks to  flipkartREAD MORE",very good timely delivered thanks to flipkart,good timely delivered thanks flipkart,5,Positive,1
Best quality but high price.READ MORE,best quality but high price,best quality high price,4,Positive,1
Maximum 10 daysREAD MORE,maximum days,maximum day,4,Positive,1
Nice product I m using it from 5 yearsREAD MORE,nice product i m using it from years,nice product using year,5,Positive,1
Great product which is both durable and light weight.READ MORE,great product which is both durable and light weight,great product durable light weight,5,Positive,1
Quality shuttles and speedy delivery by flipkartREAD MORE,quality shuttles and speedy delivery by flipkart,quality shuttle speedy delivery flipkart,5,Positive,1
Nice product but feather top is mostly damagedREAD MORE,nice product but feather top is mostly damaged,nice product feather top mostly damaged,4,Positive,1
"good for only beginners or time pass players ,because it flies very slow , if you want to play fast game pick faster one .  quality is really good 1 will come for 100 hours play. i bought them for 750 bit high for slow version.READ MORE",good for only beginners or time pass players because it flies very slow if you want to play fast game pick faster one quality is really good will come for hours play i bought them for bit high for slow version,good beginner time pas player fly slow want play fast game pick faster one quality really good come hour play bought bit high slow version,5,Positive,1
VniceREAD MORE,vnice,vnice,5,Positive,1
Really Fantastic 👍READ MORE,really fantastic,really fantastic,5,Positive,1
every purchase rate increased and product quqlity not goodREAD MORE,every purchase rate increased and product quqlity not good,every purchase rate increased product quqlity good,1,Negative,0
Waste shuttles too old and wet shuttles don't sell this type of old and useless products sorry to say this next time you sell good productsREAD MORE,waste shuttles too old and wet shuttles dont sell this type of old and useless products sorry to say this next time you sell good products,waste shuttle old wet shuttle dont sell type old useless product sorry say next time sell good product,1,Negative,0
Some shuttlecocks were faster on indoor court.READ MORE,some shuttlecocks were faster on indoor court,shuttlecock faster indoor court,4,Positive,1
Its a premium shuttle.  LonglastingREAD MORE,its a premium shuttle longlasting,premium shuttle longlasting,5,Positive,1
Best shuttle in market.. No one near to yonex..READ MORE,best shuttle in market no one near to yonex,best shuttle market one near yonex,5,Positive,1
the rate is costly compare to regular price.it is helpful if u reduce price.READ MORE,the rate is costly compare to regular priceit is helpful if u reduce price,rate costly compare regular priceit helpful u reduce price,4,Positive,1
Once again fabulous work flipkart.Great product and great packing.Lot of appreciation for you flipkart.READ MORE,once again fabulous work flipkartgreat product and great packinglot of appreciation for you flipkart,fabulous work flipkartgreat product great packinglot appreciation flipkart,5,Positive,1
Thank you Flipkart and saler super quality on low priceREAD MORE,thank you flipkart and saler super quality on low price,thank flipkart saler super quality low price,5,Positive,1
Excellent purchase...READ MORE,excellent purchase,excellent purchase,5,Positive,1
Good quality shuttles  best for indoor in nylon shuttlesREAD MORE,good quality shuttles best for indoor in nylon shuttles,good quality shuttle best indoor nylon shuttle,5,Positive,1
Good one for outdoor play also In indoor play very good shuttle to play But confused in 75 & 77..?what is the difference..?READ MORE,good one for outdoor play also in indoor play very good shuttle to play but confused in what is the difference,good one outdoor play also indoor play good shuttle play confused difference,4,Positive,1
Best shuttles that i used in my lifeREAD MORE,best shuttles that i used in my life,best shuttle used life,5,Positive,1
Ty flipkart got genuine productREAD MORE,ty flipkart got genuine product,ty flipkart got genuine product,5,Positive,1
"It's not original.dummy item , don't purchase.READ MORE",its not originaldummy item dont purchase,originaldummy item dont purchase,1,Negative,0
best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10READ MORE,bestfor begginer to middle class playerpacking was goodi am shocked aboutdelieveryflipkart deleiver it within hoursamazing very quick service by flipkartfor delievery,bestfor begginer middle class playerpacking goodi shocked aboutdelieveryflipkart deleiver within hoursamazing quick service flipkartfor delievery,5,Positive,1
Best of this price excellent qualityREAD MORE,best of this price excellent quality,best price excellent quality,4,Positive,1
Nice one! Buy it before thinking even twice.READ MORE,nice one buy it before thinking even twice,nice one buy thinking even twice,5,Positive,1
Only for indoorREAD MORE,only for indoor,indoor,1,Negative,0
"Long lasting, good trajectory and well balanced shuttles must buy productREAD MORE",long lasting good trajectory and well balanced shuttles must buy product,long lasting good trajectory well balanced shuttle must buy product,4,Positive,1
Value for money ⭐⭐⭐⭐⭐ 5 starsREAD MORE,value for money stars,value money star,5,Positive,1
Good product reasonable pricedREAD MORE,good product reasonable priced,good product reasonable priced,4,Positive,1
Great for our outdoor playingREAD MORE,great for our outdoor playing,great outdoor playing,5,Positive,1
Best in the budget.READ MORE,best in the budget,best budget,4,Positive,1
Nice product I am happy with this product 👌😊😊😊👍READ MORE,nice product i am happy with this product,nice product happy product,5,Positive,1
Bad paking.. very bad.READ MORE,bad paking very bad,bad paking bad,1,Negative,0
Good shuttle but after some time upper and lower parts get  differREAD MORE,good shuttle but after some time upper and lower parts get differ,good shuttle time upper lower part get differ,4,Positive,1
Quality issueREAD MORE,quality issue,quality issue,1,Negative,0
Very best for money and weight is like holding a pen and the delivery is very fastREAD MORE,very best for money and weight is like holding a pen and the delivery is very fast,best money weight like holding pen delivery fast,5,Positive,1
Old stokeREAD MORE,old stoke,old stoke,1,Negative,0
Awesome product..as expected.great shuttle speed and durability.must buy...READ MORE,awesome productas expectedgreat shuttle speed and durabilitymust buy,awesome productas expectedgreat shuttle speed durabilitymust buy,5,Positive,1
Best in all levels of playersREAD MORE,best in all levels of players,best level player,5,Positive,1
Great.. I like itREAD MORE,great i like it,great like,5,Positive,1
Nic productREAD MORE,nic product,nic product,5,Positive,1
Xcellent productREAD MORE,xcellent product,xcellent product,5,Positive,1
Beginners and intermediate player's can use effectively it's good to play at any conditionsREAD MORE,beginners and intermediate players can use effectively its good to play at any conditions,beginner intermediate player use effectively good play condition,5,Positive,1
Best product h. Maja aa gyaREAD MORE,best product h maja aa gya,best product h maja aa gya,5,Positive,1
Worst  item and old stockREAD MORE,worst item and old stock,worst item old stock,1,Negative,0
AvgREAD MORE,avg,avg,5,Positive,1
Satisfied with the qualityREAD MORE,satisfied with the quality,satisfied quality,5,Positive,1
Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..READ MORE,its difficult to find genuine shuttles these days i have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed a badminton lover may feel how annoying it can be if shuttles in d box is having different speedshappy smashing,difficult find genuine shuttle day ordering shuttle seller past year almost shuttle received till date good speed badminton lover may feel annoying shuttle box different speedshappy smashing,5,Positive,1
These are good for beginners although we should play with feather. These is good not fast enough.READ MORE,these are good for beginners although we should play with feather these is good not fast enough,good beginner although play feather good fast enough,4,Positive,1
Very old stock. Shuttles got damaged easilyREAD MORE,very old stock shuttles got damaged easily,old stock shuttle got damaged easily,1,Negative,0
Awesome and guinine product.READ MORE,awesome and guinine product,awesome guinine product,4,Positive,1
No words to say...always bestREAD MORE,no words to sayalways best,word sayalways best,5,Positive,1
Quality is MediumREAD MORE,quality is medium,quality medium,2,Negative,0
ExcellantREAD MORE,excellant,excellant,4,Positive,1
Very useful to practiceREAD MORE,very useful to practice,useful practice,5,Positive,1
very much long lastinga must buy productfull PAISA VASOOL productREAD MORE,very much long lastinga must buy productfull paisa vasool product,much long lastinga must buy productfull paisa vasool product,4,Positive,1
"Awesome , as usualREAD MORE",awesome as usual,awesome usual,4,Positive,1
Something wrong with this each shuttle shape changes with one or two set plays don't buy itREAD MORE,something wrong with this each shuttle shape changes with one or two set plays dont buy it,something wrong shuttle shape change one two set play dont buy,2,Negative,0
Delivered on time and nice productREAD MORE,delivered on time and nice product,delivered time nice product,5,Positive,1
It is a very good.Using from one week.READ MORE,it is a very goodusing from one week,goodusing one week,5,Positive,1
Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.READ MORE,genuine product verified using the scratch code and shows as original quality is also as expected,genuine product verified using scratch code show original quality also expected,5,Positive,1
Delivery was quick.agent behaviour was good as wellREAD MORE,delivery was quickagent behaviour was good as well,delivery quickagent behaviour good well,5,Positive,1
Cheaper than market and they are originalREAD MORE,cheaper than market and they are original,cheaper market original,5,Positive,1
Vvvvvv goodREAD MORE,vvvvvv good,vvvvvv good,5,Positive,1
Very nice and durable.. Must go for itREAD MORE,very nice and durable must go for it,nice durable must go,5,Positive,1
good quality...superv lifeREAD MORE,good qualitysuperv life,good qualitysuperv life,5,Positive,1
Good product.. worth it...READ MORE,good product worth it,good product worth,4,Positive,1
Varry goodREAD MORE,varry good,varry good,5,Positive,1
Good durable productREAD MORE,good durable product,good durable product,4,Positive,1
Best for outdoor playing.... very good 😁👍READ MORE,best for outdoor playing very good,best outdoor playing good,5,Positive,1
Nice product .......well experience with flipkart thank you flipkartREAD MORE,nice product well experience with flipkart thank you flipkart,nice product well experience flipkart thank flipkart,4,Positive,1
Good delivery serviceREAD MORE,good delivery service,good delivery service,5,Positive,1
Nice product loved itREAD MORE,nice product loved it,nice product loved,5,Positive,1
Good and on timeREAD MORE,good and on time,good time,5,Positive,1
Very nice according to the price moneyREAD MORE,very nice according to the price money,nice according price money,5,Positive,1
Delivered on time. Happy with delivery serviceREAD MORE,delivered on time happy with delivery service,delivered time happy delivery service,5,Positive,1
Good product but if the time of the stability increased it becomes perfect product.READ MORE,good product but if the time of the stability increased it becomes perfect product,good product time stability increased becomes perfect product,4,Positive,1
AuthenticREAD MORE,authentic,authentic,5,Positive,1
Great product ...durable ...quality is also good when compared to the local marketsREAD MORE,great product durable quality is also good when compared to the local markets,great product durable quality also good compared local market,5,Positive,1
At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...READ MORE,at last i got it although very late due to lock down delivery man mr jp is a good and soft behave person thanks jp,last got although late due lock delivery man mr jp good soft behave person thanks jp,5,Positive,1
Better shuttles from another shuttlesREAD MORE,better shuttles from another shuttles,better shuttle another shuttle,4,Positive,1
"Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.READ MORE",awesome product trust me its worth every penny you spend on it its durable heavy enough and retains its form even after a long days play,awesome product trust worth every penny spend durable heavy enough retains form even long day play,5,Positive,1
Good products and good price than outside market..mainly during this lockdownREAD MORE,good products and good price than outside marketmainly during this lockdown,good product good price outside marketmainly lockdown,5,Positive,1
Not original2nd qualityREAD MORE,not originalnd quality,originalnd quality,1,Negative,0
ya goodREAD MORE,ya good,ya good,4,Positive,1
Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and toughREAD MORE,exceptional shuttles with good outdoor performance ie with natural wind outside it has good aerodynamics anfd flighttrust yonex and rough and tough,exceptional shuttle good outdoor performance ie natural wind outside good aerodynamics anfd flighttrust yonex rough tough,5,Positive,1
Awesome shuttle. Durable tooREAD MORE,awesome shuttle durable too,awesome shuttle durable,5,Positive,1
Quick delivery with a good delivery person . Nice quality you can just go for it .READ MORE,quick delivery with a good delivery person nice quality you can just go for it,quick delivery good delivery person nice quality go,4,Positive,1
Not felt like originalREAD MORE,not felt like original,felt like original,2,Negative,0
Best shuttle good product best quality and fastest delivery in 1 day delivered next dayREAD MORE,best shuttle good product best quality and fastest delivery in day delivered next day,best shuttle good product best quality fastest delivery day delivered next day,5,Positive,1
Good Quality shuttle. One shuttle goes more than a weekREAD MORE,good quality shuttle one shuttle goes more than a week,good quality shuttle one shuttle go week,5,Positive,1
good produvtREAD MORE,good produvt,good produvt,4,Positive,1
Good but online product pictures clarification must be necessaryREAD MORE,good but online product pictures clarification must be necessary,good online product picture clarification must necessary,4,Positive,1
Perfect for indoorsREAD MORE,perfect for indoors,perfect indoors,5,Positive,1
Owsome product best in this range.READ MORE,owsome product best in this range,owsome product best range,5,Positive,1
Better life using it with perfect playREAD MORE,better life using it with perfect play,better life using perfect play,4,Positive,1
One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.READ MORE,one shuttle was of medium quality but the other four shuttles are great i searched for the scratch code in sunrisetnt website and found it to be genuinene,one shuttle medium quality four shuttle great searched scratch code sunrisetnt website found genuinene,4,Positive,1
Delivery very fast and original productREAD MORE,delivery very fast and original product,delivery fast original product,5,Positive,1
"These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.READ MORE",these are superb and original before ordering i had a doubt whether i would get right product while opening itself i have understood that they are original and after playing highly satisfied thank you,superb original ordering doubt whether would get right product opening understood original playing highly satisfied thank,5,Positive,1
"Superb, original quality.READ MORE",superb original quality,superb original quality,5,Positive,1
Worth and price is lessREAD MORE,worth and price is less,worth price less,5,Positive,1
Best experienceREAD MORE,best experience,best experience,5,Positive,1
Very bad because I repeated order but he send cheap quality shattelsREAD MORE,very bad because i repeated order but he send cheap quality shattels,bad repeated order send cheap quality shattels,5,Positive,1
Cheapest rate ever for the best outdoor cork.READ MORE,cheapest rate ever for the best outdoor cork,cheapest rate ever best outdoor cork,5,Positive,1
Nice Product ..... Specially good choice for SmashesREAD MORE,nice product specially good choice for smashes,nice product specially good choice smash,5,Positive,1
Quality was ok but cost of this product is too highREAD MORE,quality was ok but cost of this product is too high,quality ok cost product high,1,Negative,0
it's a best shuttle for playing outside .READ MORE,its a best shuttle for playing outside,best shuttle playing outside,4,Positive,1
"I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 gamesREAD MORE",i am regularly playing with mavis it is durable and good cost effective it lasts for to games,regularly playing mavis durable good cost effective last game,4,Positive,1
"Weight is quite hight,though it's written slow.Its quite fast ..But good...READ MORE",weight is quite hightthough its written slowits quite fast but good,weight quite hightthough written slowits quite fast good,5,Positive,1
Perfect thank you productREAD MORE,perfect thank you product,perfect thank product,5,Positive,1
this is best for smashREAD MORE,this is best for smash,best smash,5,Positive,1
Nice product for the bigginerREAD MORE,nice product for the bigginer,nice product bigginer,5,Positive,1
Very Good PoductREAD MORE,very good poduct,good poduct,5,Positive,1
Original & nice productREAD MORE,original nice product,original nice product,5,Positive,1
"A little slow, overall goodREAD MORE",a little slow overall good,little slow overall good,4,Positive,1
good product but delivery too lateREAD MORE,good product but delivery too late,good product delivery late,4,Positive,1
Original product thanks to flip cardsREAD MORE,original product thanks to flip cards,original product thanks flip card,4,Positive,1
Excellent work by flipkartREAD MORE,excellent work by flipkart,excellent work flipkart,5,Positive,1
Not moving quick. I have better experience with MAVIS 200iREAD MORE,not moving quick i have better experience with mavis i,moving quick better experience mavis,2,Negative,0
Good Product by flipkart. Thanks for faster deliveryREAD MORE,good product by flipkart thanks for faster delivery,good product flipkart thanks faster delivery,5,Positive,1
Awesome product and highly durableREAD MORE,awesome product and highly durable,awesome product highly durable,5,Positive,1
very nice product 👌👌 at a better priceREAD MORE,very nice product at a better price,nice product better price,5,Positive,1
Nice product good performanceREAD MORE,nice product good performance,nice product good performance,5,Positive,1
From the beginning i like these shuttles.I am happy to buy it again.READ MORE,from the beginning i like these shuttlesi am happy to buy it again,beginning like shuttlesi happy buy,5,Positive,1
I think most of people know about this product who play badminton so no need to tell about this productREAD MORE,i think most of people know about this product who play badminton so no need to tell about this product,think people know product play badminton need tell product,5,Positive,1
Good quality and reasonable priceREAD MORE,good quality and reasonable price,good quality reasonable price,4,Positive,1
Great One!READ MORE,great one,great one,5,Positive,1
Original brandREAD MORE,original brand,original brand,5,Positive,1
Best playing experience with this shuttle cork..............It's amazing productREAD MORE,best playing experience with this shuttle corkits amazing product,best playing experience shuttle corkits amazing product,5,Positive,1
Need moreREAD MORE,need more,need,5,Positive,1
It is soo nice .l like to play with it in indoorREAD MORE,it is soo nice l like to play with it in indoor,soo nice l like play indoor,5,Positive,1
Delivery at time and all the safety precautions has been followed by the delivery manREAD MORE,delivery at time and all the safety precautions has been followed by the delivery man,delivery time safety precaution followed delivery man,5,Positive,1
Excellent product from FlipkartREAD MORE,excellent product from flipkart,excellent product flipkart,5,Positive,1
Nice shuttle . Must buy . It is better than the other brandsREAD MORE,nice shuttle must buy it is better than the other brands,nice shuttle must buy better brand,4,Positive,1
Very valuable for this price in lockdown timeREAD MORE,very valuable for this price in lockdown time,valuable price lockdown time,5,Positive,1
Must buyyyREAD MORE,must buyyy,must buyyy,5,Positive,1
Super fast delivery thanku pruthvi delivery boyREAD MORE,super fast delivery thanku pruthvi delivery boy,super fast delivery thanku pruthvi delivery boy,5,Positive,1
Not Good It is so HardREAD MORE,not good it is so hard,good hard,1,Negative,0
Super it's really amazingREAD MORE,super its really amazing,super really amazing,5,Positive,1
Good product. We play daily for 2 hrs. Each shuttle comes for a week atleastREAD MORE,good product we play daily for hrs each shuttle comes for a week atleast,good product play daily hr shuttle come week atleast,5,Positive,1
"Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.READ MORE",very nice used mavis before but this is on another level u can feel the difference only after using it,nice used mavis another level u feel difference using,5,Positive,1
Best in businessREAD MORE,best in business,best business,5,Positive,1
Good shuttles. Felt like bit expensive than sports shop.READ MORE,good shuttles felt like bit expensive than sports shop,good shuttle felt like bit expensive sport shop,5,Positive,1
"Nice, perfect shot & quality product...READ MORE",nice perfect shot quality product,nice perfect shot quality product,4,Positive,1
It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this productREAD MORE,its not long lasting im playing only days and this product was damaged im very disappointed for this product,long lasting im playing day product damaged im disappointed product,2,Negative,0
awsomeREAD MORE,awsome,awsome,5,Positive,1
product quality is not goodREAD MORE,product quality is not good,product quality good,1,Negative,0
Best of outderREAD MORE,best of outder,best outder,4,Positive,1
Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.READ MORE,bad quality and doesnt lasts for more than games both base and shuttle are separated automatically while playing i was hear fully disappointed with the quality of the product,bad quality doesnt last game base shuttle separated automatically playing hear fully disappointed quality product,1,Negative,0
What a fast delivery...superbREAD MORE,what a fast deliverysuperb,fast deliverysuperb,5,Positive,1
Better than mavis 10 and 1000READ MORE,better than mavis and,better mavis,4,Positive,1
good product 👍excellentREAD MORE,good product excellent,good product excellent,4,Positive,1
Quality is better than yellowREAD MORE,quality is better than yellow,quality better yellow,5,Positive,1
Finally got original productREAD MORE,finally got original product,finally got original product,5,Positive,1
"Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.READ MORE",orginal shuttle best buy while comparing same product from shops shop ones dont last more and goes like bullet this one is really fun to play with feel is excellent,orginal shuttle best buy comparing product shop shop one dont last go like bullet one really fun play feel excellent,5,Positive,1
"Poor quality, very old stock provided.READ MORE",poor quality very old stock provided,poor quality old stock provided,2,Negative,0
Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.READ MORE,very good shuttle superp durability compared to otheroriginal very reliablein budget item,good shuttle superp durability compared otheroriginal reliablein budget item,5,Positive,1
Super product it lasts for 3 to 4 yearsREAD MORE,super product it lasts for to years,super product last year,5,Positive,1
Very happy with the quality and deliveryREAD MORE,very happy with the quality and delivery,happy quality delivery,5,Positive,1
best shuttle in less price nice 😊😊😊😊😊READ MORE,best shuttle in less price nice,best shuttle less price nice,5,Positive,1
Very bad 😧👎 quality this packREAD MORE,very bad quality this pack,bad quality pack,1,Negative,0
Well fine and good Got the product in timeREAD MORE,well fine and good got the product in time,well fine good got product time,5,Positive,1
my experience was quite good with this product till date.READ MORE,my experience was quite good with this product till date,experience quite good product till date,4,Positive,1
Shuttles at there bestREAD MORE,shuttles at there best,shuttle best,5,Positive,1
Good cap very  very game so better......READ MORE,good cap very very game so better,good cap game better,4,Positive,1
good bestREAD MORE,good best,good best,5,Positive,1
Product is nice and delivered in time..READ MORE,product is nice and delivered in time,product nice delivered time,4,Positive,1
Original shuttle very fine for play outside too.READ MORE,original shuttle very fine for play outside too,original shuttle fine play outside,5,Positive,1
ImpressedREAD MORE,impressed,impressed,5,Positive,1
product is not good2 shuttles got broken in only 3 matches It's my advice don't buy itREAD MORE,product is not good shuttles got broken in only matches its my advice dont buy it,product good shuttle got broken match advice dont buy,1,Negative,0
Good product...thnx flipcartREAD MORE,good productthnx flipcart,good productthnx flipcart,5,Positive,1
Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....READ MORE,yonex mavis nice qualityand delivery also on time thank u flipkart,yonex mavis nice qualityand delivery also time thank u flipkart,4,Positive,1
No words about this.... awesome productREAD MORE,no words about this awesome product,word awesome product,5,Positive,1
I felling Very good when I play.READ MORE,i felling very good when i play,felling good play,4,Positive,1
After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......READ MORE,after playing one match the cap is rotating poor quality second quality times i got second qualityyonex cheating us,playing one match cap rotating poor quality second quality time got second qualityyonex cheating u,2,Negative,0
Super Durable ShuttelsREAD MORE,super durable shuttels,super durable shuttels,5,Positive,1
Good product good delivery serviceREAD MORE,good product good delivery service,good product good delivery service,5,Positive,1
The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one gameREAD MORE,the quality of the shuttle is very bad the product received is defective the cork is getting damaged only for one game,quality shuttle bad product received defective cork getting damaged one game,1,Negative,0
Good serveceREAD MORE,good servece,good servece,5,Positive,1
Very nice and best priceREAD MORE,very nice and best price,nice best price,5,Positive,1
"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?READ MORE",very disappointed the ones i bought on january was bad and did not last even a month this is even worse i ordered slow but god alone knows how the shuttles are mostly super fast sounds heavy the moment it touches the racket strings,disappointed one bought january bad last even month even worse ordered slow god alone know shuttle mostly super fast sound heavy moment touch racket string,1,Negative,0
Recomended for medium range players.READ MORE,recomended for medium range players,recomended medium range player,4,Positive,1
Some are at yellow part getting dammage quickly other than that okREAD MORE,some are at yellow part getting dammage quickly other than that ok,yellow part getting dammage quickly ok,4,Positive,1
